month,naics_code,kind_of_business,value
1997-08-01,no code,Retail sales and food services excl motor vehicle and parts and gasoline stations,157139
1997-08-01,no code,"Retail sales, total",207635
1997-08-01,no code,"Retail sales, total (excl. motor vehicle and parts dealers)",152147
1997-08-01,no code,GAFO(1),59989
1997-08-01,441,Motor vehicle and parts dealers,55488
1997-08-01,"44,114,412",Automobile and other motor vehicle dealers,50536
1997-08-01,4413,"Automotive parts, acc., and tire stores",4952
1997-08-01,"442,443","Furniture, home furn, electronics, and appliance stores",12687
1997-08-01,442,Furniture and home furnishings stores,6146
1997-08-01,443,Electronics and appliance stores,6541
1997-08-01,444,Building mat. and garden equip. and supplies dealers,16027
1997-08-01,4441,Building mat. and supplies dealers,13552
1997-08-01,4453,"Beer, wine and liquor stores",2009
1997-08-01,446,Health and personal care stores,9989
1997-08-01,44611,Pharmacies and drug stores,8270
1997-08-01,447,Gasoline stations,16682
1997-08-01,448,Clothing and clothing access. stores,11828
1997-08-01,4481,Clothing stores,8331
1997-08-01,44811,Men's clothing stores,858
1997-08-01,44812,Women's clothing stores,2339
1997-08-01,4482,Shoe stores,1786
1997-08-01,44831,Jewelry stores,1601
1997-08-01,451,"Sporting goods, hobby, musical instrument, and book stores",4745
1997-08-01,452,General merchandise stores,27939
1997-08-01,4521,Department stores,18556
1997-08-01,4529,Other general merchandise stores,9383
1997-08-01,45291,Warehouse clubs and superstores,6899
1997-08-01,45299,All other gen. merchandise stores,2484
1997-08-01,453,Miscellaneous stores retailers,7562
1997-08-01,454,Nonstore retailers,10432
1997-08-01,4541,Electronic shopping and mail order houses,5863
1997-08-01,45431,Fuel dealers,1880
1997-08-01,722,Food services and drinking places,21674
1997-07-01,no code,"Retail and food services sales, total",228703
1997-07-01,no code,Retail sales and food services excl motor vehicle and parts,173448
1997-07-01,no code,Retail sales and food services excl gasoline stations,212307
1997-07-01,no code,Retail sales and food services excl motor vehicle and parts and gasoline stations,157052
1997-07-01,no code,"Retail sales, total",207014
1997-07-01,no code,"Retail sales, total (excl. motor vehicle and parts dealers)",151759
1997-07-01,no code,GAFO(1),59779
1997-07-01,441,Motor vehicle and parts dealers,55255
1997-07-01,"44,114,412",Automobile and other motor vehicle dealers,50346
1997-07-01,4413,"Automotive parts, acc., and tire stores",4909
1997-07-01,"442,443","Furniture, home furn, electronics, and appliance stores",12564
1997-07-01,442,Furniture and home furnishings stores,6039
1997-07-01,443,Electronics and appliance stores,6525
1997-07-01,444,Building mat. and garden equip. and supplies dealers,15973
1997-07-01,4441,Building mat. and supplies dealers,13537
1997-07-01,445,Food and beverage stores,34106
1997-07-01,4451,Grocery stores,31022
1997-07-01,4453,"Beer, wine and liquor stores",2017
1997-07-01,446,Health and personal care stores,9950
1997-07-01,44611,Pharmacies and drug stores,8230
1997-07-01,447,Gasoline stations,16396
1997-07-01,448,Clothing and clothing access. stores,11735
1997-07-01,4481,Clothing stores,8186
1997-07-01,44811,Men's clothing stores,854
1997-07-01,44812,Women's clothing stores,2311
1997-07-01,4482,Shoe stores,1798
1997-07-01,44831,Jewelry stores,1625
1997-07-01,451,"Sporting goods, hobby, musical instrument, and book stores",4786
1997-07-01,452,General merchandise stores,27949
1997-07-01,4521,Department stores,18529
1997-07-01,4529,Other general merchandise stores,9420
1997-07-01,45291,Warehouse clubs and superstores,6949
1997-07-01,45299,All other gen. merchandise stores,2471
1997-07-01,453,Miscellaneous stores retailers,7464
1997-07-01,454,Nonstore retailers,10836
1997-07-01,4541,Electronic shopping and mail order houses,5840
1997-07-01,45431,Fuel dealers,1813
1997-07-01,722,Food services and drinking places,21689
1997-06-01,no code,"Retail and food services sales, total",226057
1997-06-01,no code,Retail sales and food services excl motor vehicle and parts,171991
1997-06-01,no code,Retail sales and food services excl gasoline stations,209679
1997-06-01,no code,Retail sales and food services excl motor vehicle and parts and gasoline stations,155613
1997-06-01,no code,"Retail sales, total",204675
1997-06-01,no code,"Retail sales, total (excl. motor vehicle and parts dealers)",150609
1997-06-01,no code,GAFO(1),59158
1997-06-01,441,Motor vehicle and parts dealers,54066
1997-06-01,"44,114,412",Automobile and other motor vehicle dealers,49176
1997-06-01,4413,"Automotive parts, acc., and tire stores",4890
1997-06-01,"442,443","Furniture, home furn, electronics, and appliance stores",12474
1997-06-01,442,Furniture and home furnishings stores,6034
1997-06-01,443,Electronics and appliance stores,6440
1997-06-01,444,Building mat. and garden equip. and supplies dealers,15918
1997-06-01,4441,Building mat. and supplies dealers,13526
1997-06-01,445,Food and beverage stores,33892
1997-06-01,4451,Grocery stores,30804
1997-06-01,4453,"Beer, wine and liquor stores",2039
1997-06-01,446,Health and personal care stores,9916
1997-06-01,44611,Pharmacies and drug stores,8231
1997-06-01,447,Gasoline stations,16378
1997-06-01,448,Clothing and clothing access. stores,11643
1997-06-01,4481,Clothing stores,8125
1997-06-01,44811,Men's clothing stores,834
1997-06-01,44812,Women's clothing stores,2300
1997-06-01,4482,Shoe stores,1797
1997-06-01,44831,Jewelry stores,1599
1997-06-01,451,"Sporting goods, hobby, musical instrument, and book stores",4838
1997-06-01,452,General merchandise stores,27433
1997-06-01,4521,Department stores,18276
1997-06-01,4529,Other general merchandise stores,9157
1997-06-01,45291,Warehouse clubs and superstores,6724
1997-06-01,45299,All other gen. merchandise stores,2433
1997-06-01,453,Miscellaneous stores retailers,7474
1997-06-01,454,Nonstore retailers,10643
1997-06-01,4541,Electronic shopping and mail order houses,5854
1997-06-01,45431,Fuel dealers,1805
1997-06-01,722,Food services and drinking places,21382
1997-05-01,no code,"Retail and food services sales, total",222929
1997-05-01,no code,Retail sales and food services excl motor vehicle and parts,170738
1997-05-01,no code,Retail sales and food services excl gasoline stations,206562
1997-05-01,no code,Retail sales and food services excl motor vehicle and parts and gasoline stations,154371
1997-05-01,no code,"Retail sales, total",201699
1997-05-01,no code,"Retail sales, total (excl. motor vehicle and parts dealers)",149508
1997-05-01,no code,GAFO(1),58605
1997-05-01,441,Motor vehicle and parts dealers,52191
1997-05-01,"44,114,412",Automobile and other motor vehicle dealers,47406
1997-05-01,4413,"Automotive parts, acc., and tire stores",4785
1997-05-01,"442,443","Furniture, home furn, electronics, and appliance stores",12404
1997-05-01,442,Furniture and home furnishings stores,6004
1997-05-01,443,Electronics and appliance stores,6400
1997-05-01,444,Building mat. and garden equip. and supplies dealers,15805
1997-05-01,4441,Building mat. and supplies dealers,13450
1997-05-01,445,Food and beverage stores,33978
1997-05-01,4451,Grocery stores,30987
1997-05-01,4453,"Beer, wine and liquor stores",1977
1997-05-01,446,Health and personal care stores,9722
1997-05-01,44611,Pharmacies and drug stores,8137
1997-05-01,447,Gasoline stations,16367
1997-05-01,448,Clothing and clothing access. stores,11413
1997-05-01,4481,Clothing stores,7971
1997-05-01,44811,Men's clothing stores,830
1997-05-01,44812,Women's clothing stores,2253
1997-05-01,4482,Shoe stores,1766
1997-05-01,44831,Jewelry stores,1551
1997-05-01,451,"Sporting goods, hobby, musical instrument, and book stores",4763
1997-05-01,452,General merchandise stores,27328
1997-05-01,4521,Department stores,18194
1997-05-01,4529,Other general merchandise stores,9134
1997-05-01,45291,Warehouse clubs and superstores,6698
1997-05-01,45299,All other gen. merchandise stores,2436
1997-05-01,453,Miscellaneous stores retailers,7181
1997-05-01,454,Nonstore retailers,10547
1997-05-01,4541,Electronic shopping and mail order houses,5771
1997-05-01,45431,Fuel dealers,1831
1997-05-01,722,Food services and drinking places,21230
1997-04-01,no code,"Retail and food services sales, total",224615
1997-04-01,no code,Retail sales and food services excl motor vehicle and parts,170754
1997-04-01,no code,Retail sales and food services excl gasoline stations,208002
1997-04-01,no code,Retail sales and food services excl motor vehicle and parts and gasoline stations,154141
1997-04-01,no code,"Retail sales, total",203399
1997-04-01,no code,"Retail sales, total (excl. motor vehicle and parts dealers)",149538
1997-04-01,no code,GAFO(1),58373
1997-04-01,441,Motor vehicle and parts dealers,53861
1997-04-01,"44,114,412",Automobile and other motor vehicle dealers,49005
1997-04-01,4413,"Automotive parts, acc., and tire stores",4856
1997-04-01,"442,443","Furniture, home furn, electronics, and appliance stores",12424
1997-04-01,442,Furniture and home furnishings stores,5968
1997-04-01,443,Electronics and appliance stores,6456
1997-04-01,444,Building mat. and garden equip. and supplies dealers,15709
1997-04-01,4441,Building mat. and supplies dealers,13425
1997-04-01,445,Food and beverage stores,34056
1997-04-01,4451,Grocery stores,31065
1997-04-01,4453,"Beer, wine and liquor stores",1962
1997-04-01,446,Health and personal care stores,9578
1997-04-01,44611,Pharmacies and drug stores,7997
1997-04-01,447,Gasoline stations,16613
1997-04-01,448,Clothing and clothing access. stores,11195
1997-04-01,4481,Clothing stores,7791
1997-04-01,44811,Men's clothing stores,805
1997-04-01,44812,Women's clothing stores,2272
1997-04-01,4482,Shoe stores,1685
1997-04-01,44831,Jewelry stores,1594
1997-04-01,451,"Sporting goods, hobby, musical instrument, and book stores",4725
1997-04-01,452,General merchandise stores,27179
1997-04-01,4521,Department stores,18096
1997-04-01,4529,Other general merchandise stores,9083
1997-04-01,45291,Warehouse clubs and superstores,6656
1997-04-01,45299,All other gen. merchandise stores,2427
1997-04-01,453,Miscellaneous stores retailers,7417
1997-04-01,454,Nonstore retailers,10642
1997-04-01,4541,Electronic shopping and mail order houses,5911
1997-04-01,45431,Fuel dealers,1858
1997-04-01,722,Food services and drinking places,21216
1997-03-01,no code,"Retail and food services sales, total",226161
1997-03-01,no code,Retail sales and food services excl motor vehicle and parts,171928
1997-03-01,no code,Retail sales and food services excl gasoline stations,209192
1997-03-01,no code,Retail sales and food services excl motor vehicle and parts and gasoline stations,154959
1997-03-01,no code,"Retail sales, total",204990
1997-03-01,no code,"Retail sales, total (excl. motor vehicle and parts dealers)",150757
1997-03-01,no code,GAFO(1),58750
1997-03-01,441,Motor vehicle and parts dealers,54233
1997-03-01,"44,114,412",Automobile and other motor vehicle dealers,49373
1997-03-01,4413,"Automotive parts, acc., and tire stores",4860
1997-03-01,"442,443","Furniture, home furn, electronics, and appliance stores",12276
1997-03-01,442,Furniture and home furnishings stores,5916
1997-03-01,443,Electronics and appliance stores,6360
1997-03-01,444,Building mat. and garden equip. and supplies dealers,15862
1997-03-01,4441,Building mat. and supplies dealers,13422
1997-03-01,445,Food and beverage stores,34156
1997-03-01,4451,Grocery stores,31109
1997-03-01,4453,"Beer, wine and liquor stores",1973
1997-03-01,446,Health and personal care stores,9922
1997-03-01,44611,Pharmacies and drug stores,8280
1997-03-01,447,Gasoline stations,16969
1997-03-01,448,Clothing and clothing access. stores,11623
1997-03-01,4481,Clothing stores,8007
1997-03-01,44811,Men's clothing stores,830
1997-03-01,44812,Women's clothing stores,2367
1997-03-01,4482,Shoe stores,1845
1997-03-01,44831,Jewelry stores,1630
1997-03-01,451,"Sporting goods, hobby, musical instrument, and book stores",4698
1997-03-01,452,General merchandise stores,27304
1997-03-01,4521,Department stores,18238
1997-03-01,4529,Other general merchandise stores,9066
1997-03-01,45291,Warehouse clubs and superstores,6572
1997-03-01,45299,All other gen. merchandise stores,2494
1997-03-01,453,Miscellaneous stores retailers,7459
1997-03-01,454,Nonstore retailers,10488
1997-03-01,4541,Electronic shopping and mail order houses,5755
1997-03-01,45431,Fuel dealers,1752
2022-01-01,44831,Jewelry stores,
1997-03-01,722,Food services and drinking places,21171
1997-02-01,no code,"Retail and food services sales, total",225422
1997-02-01,no code,Retail sales and food services excl motor vehicle and parts,170821
1997-02-01,no code,Retail sales and food services excl gasoline stations,208438
1997-02-01,no code,Retail sales and food services excl motor vehicle and parts and gasoline stations,153837
1997-02-01,no code,"Retail sales, total",204286
1997-02-01,no code,"Retail sales, total (excl. motor vehicle and parts dealers)",149685
1997-02-01,441,Motor vehicle and parts dealers,54601
1997-02-01,"44,114,412",Automobile and other motor vehicle dealers,49794
1997-02-01,4413,"Automotive parts, acc., and tire stores",4807
1997-02-01,"442,443","Furniture, home furn, electronics, and appliance stores",12217
1997-02-01,442,Furniture and home furnishings stores,5847
1997-02-01,443,Electronics and appliance stores,6370
1997-02-01,444,Building mat. and garden equip. and supplies dealers,15561
1997-02-01,4441,Building mat. and supplies dealers,13243
1997-02-01,445,Food and beverage stores,33989
1997-02-01,4451,Grocery stores,30991
1997-02-01,4453,"Beer, wine and liquor stores",1939
1997-02-01,446,Health and personal care stores,9649
1997-02-01,44611,Pharmacies and drug stores,8084
1997-02-01,447,Gasoline stations,16984
1997-02-01,448,Clothing and clothing access. stores,11468
1997-02-01,4481,Clothing stores,7924
1997-02-01,44811,Men's clothing stores,827
1997-02-01,44812,Women's clothing stores,2389
1997-02-01,4482,Shoe stores,1782
1997-02-01,44831,Jewelry stores,1636
